MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,TYPE_AUDIT_DESC,PART_DESC,DEF_DESC,Cluster,REMARKS_Column1_Similarity
RWD,Serie,22-Mar-23,Paint inclusion on rear right wheel well.,1,FININSPE,CPA,"Wheel well, rear, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on rear right wheel well.,1
RWD,Serie,13-Apr-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,31-Mar-23,Front right door paint chipped near latch.,1,FININSPE,CPA,"Front door, right",Abplatzung (Lack),Front right door paint chipped near latch.,1
RWD,Serie,31-Mar-23,Paint chip on the inside of the front door by the latch.,1,FININSPE,CPA,"Front door, left",Abplatzung (Lack),Paint chip on the inside of the front door by the latch.,1
RWD,Serie,21-Mar-23,Paint run on rear inside right sidewall.,1,FININSPE,CPA,"Sidewall, right, inner",L??ufer (Lack),Paint run on rear inside right sidewall.,1
RWD,Serie,21-Mar-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,21-Apr-23,Paint inclusion on top of inner sliding door entrance.,1,FININSPE,CPA,"Sliding door entrance, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on top of inner sliding door entrance.,1
RWD,Serie,20-Apr-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,17-Mar-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",Paint damage,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,17-Mar-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,17-Mar-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,15-Mar-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,15-Mar-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,19-Apr-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,15-Mar-23,Paint damaged on front left door at door lock assembly.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on front left door at door lock assembly.,1
RWD,Serie,27-Mar-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,5-Apr-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,25-Mar-23,Paint damaged on front left door at door lock assembly.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on front left door at door lock assembly.,1
RWD,Serie,25-Mar-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,24-Mar-23,Paint inclusion on bottom rear right door.,1,FININSPE,CPA,"Rear-end door, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on bottom rear right door.,1
RWD,Serie,24-Mar-23,Paint run at sliding door entrance.,1,FININSPE,CPA,"Sliding door entrance, right",L??ufer (Lack),Paint run at sliding door entrance.,1
RWD,Serie,15-Apr-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,15-Apr-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,8-May-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,8-May-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,2-Jun-23,Paint damaged on front left door at door lock assembly.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on front left door at door lock assembly.,1
RWD,Serie,5-May-23,Paint inclusion on bottom rear right door.,1,FININSPE,CPA,"Rear-end door, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on bottom rear right door.,1
RWD,Serie,25-Apr-23,Paint inclusion on the rear side of the right seat box.,1,FININSPE,CPA,"Seat base, front seat, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on the rear side of the right seat box.,1
RWD,Serie,13-Jun-23,Paint damaged on front left door at door lock assembly.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on front left door at door lock assembly.,1
RWD,Serie,3-May-23,Paint inclusion on front of left sidewall at fuel door.,1,FININSPE,CPA,"Sidewall, left",Staub-/Schmutzeinschluss (Lack),Paint inclusion on front of left sidewall at fuel door.,1
RWD,Serie,17-May-23,Minor paint inclusion on edge of driver door.,1,FININSPE,CPA,"Front door, left",Staub-/Schmutzeinschluss (Lack),Minor paint inclusion on edge of driver door.,1
RWD,Serie,10-Jun-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,3-May-23,Paint inclusion of outer left B-pillar.,1,FININSPE,CPA,"B-pillar, left",Staub-/Schmutzeinschluss (Lack),Paint inclusion of outer left B-pillar.,1
RWD,Serie,2-May-23,Multiple paint inclusions on rear inside right sidewall.,1,FININSPE,CPA,"Sidewall, right, inner",Staub-/Schmutzeinschluss (Lack),Multiple paint inclusions on rear inside right sidewall.,1
RWD,Serie,5-Jun-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,5-Jun-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,22-May-23,Paint run on upper right D-pillar.,1,FININSPE,CPA,D-pillar,L??ufer (Lack),Paint run on upper right D-pillar.,1
RWD,Serie,22-May-23,Paint inclusion on rear right wheel well.,1,FININSPE,CPA,"Wheel well, rear, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on rear right wheel well.,1
RWD,Serie,20-May-23,"Paint inclusion on left sidewall below protective strip, forward of rear wheel well.",1,FININSPE,CPA,"Sidewall, left",Staub-/Schmutzeinschluss (Lack),"Paint inclusion on left sidewall below protective strip, forward of rear wheel well.",1
RWD,Serie,20-May-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,20-May-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,23-Sep-22,Polish spot on engine hood.,1,FININSPE,CPA,Engine hood,Polierstellen (Lack),Polish spot on engine hood.,1
RWD,Serie,22-Oct-22,Paint inclusion on rear right sidewall by taillight.,1,FININSPE,CPA,"Sidewall, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on rear right sidewall by taillight.,1
RWD,Serie,9-Nov-22,Paint crater on rear left door.,1,FININSPE,CPA,"Rear-end door, left",Krater (Lack),Paint crater on rear left door.,1
RWD,Serie,20-Oct-22,Paint inclusions on left sidewall next to fuel door,1,FININSPE,CPA,"Sidewall, left",Staub-/Schmutzeinschluss (Lack),Paint inclusions on left sidewall next to fuel door,1
RWD,Serie,4-Oct-22,Clear coat run on rear inner right sidewall.,1,FININSPE,CPA,"Sidewall, right, inner",L??ufer (Lack),Clear coat run on rear inner right sidewall.,1
RWD,Serie,3-Oct-22,Paint inclusion on rear inside right door near wireway boot.,1,FININSPE,CPA,"Rear-end door, right, inside",Staub-/Schmutzeinschluss (Lack),Paint inclusion on rear inside right door near wireway boot.,1
RWD,Serie,19-Oct-22,Multiple paint inclusions on rear inside right sidewall.,1,FININSPE,CPA,"Sidewall, right, inner",Staub-/Schmutzeinschluss (Lack),Multiple paint inclusions on rear inside right sidewall.,1
RWD,Serie,29-Sep-22,Clear coat run on rear inner right sidewall.,1,FININSPE,CPA,"Sidewall, right, inner",L??ufer (Lack),Clear coat run on rear inner right sidewall.,1
RWD,Serie,14-Sep-22,Paint run on upper rear right door.,1,FININSPE,CPA,"Rear-end door, right, inside",L??ufer (Lack),Paint run on upper rear right door.,1
RWD,Serie,14-Sep-22,Paint inclusion on rear of passenger seat box.,1,FININSPE,CPA,"Seat base, front seat, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on rear of passenger seat box.,1
RWD,Serie,28-Oct-22,Multiple paint inclusions on front left B-pillar.,1,FININSPE,CPA,"B-pillar, left",Staub-/Schmutzeinschluss (Lack),Multiple paint inclusions on front left B-pillar.,1
RWD,Serie,26-Sep-22,Excessive sika at lower B-pillar to sliding door.,1,FININSPE,CPA,"B-pillar, right, inner",Klebereste,Excessive sika at lower B-pillar to sliding door.,1
RWD,Serie,12-Sep-22,Paint inclusion on outside left B-pillar above fuel door.,1,FININSPE,CPA,"B-pillar, left",Staub-/Schmutzeinschluss (Lack),Paint inclusion on outside left B-pillar above fuel door.,1
RWD,Serie,23-Feb-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",Paint damage,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,22-Feb-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,3-Feb-23,Polish spot on top rear right D-pillar.,1,FININSPE,CPA,D-pillar,Polierstellen (Lack),Polish spot on top rear right D-pillar.,1
RWD,Serie,3-Feb-23,Polish spots on front right fender.,1,FININSPE,CPA,"Fender, front, right",Polierstellen (Lack),Polish spots on front right fender.,1
RWD,Serie,8-Mar-23,Paint inclusion on left side B-pillar above tire pressure label.,1,FININSPE,CPA,"B-pillar, left",Staub-/Schmutzeinschluss (Lack),Paint inclusion on left side B-pillar above tire pressure label.,1
RWD,Serie,21-Feb-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,21-Feb-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,20-Feb-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,20-Feb-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,17-Feb-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,26-Jan-23,Polish spot on left sidewall.,1,FININSPE,CPA,"Sidewall, left",Polierstellen (Lack),Polish spot on left sidewall.,1
RWD,Serie,22-Nov-22,Thin paint (orange peel) on lower rear of sliding door.,1,FININSPE,CPA,"Sliding door, right",mager lackiert,Thin paint (orange peel) on lower rear of sliding door.,1
RWD,Serie,1-Mar-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,1-Mar-23,"Paint damage on right front door at door lock, due to jig used by paint shop.",1,FININSPE,CPA,"Paint, front door, right, inner",besch??digt,"Paint damage on right front door at door lock, due to jig used by paint shop.",1
RWD,Serie,19-Nov-22,Paint inclusion on front left B-pillar above abutting wedge.,1,FININSPE,CPA,"B-pillar, left",Staub-/Schmutzeinschluss (Lack),Paint inclusion on front left B-pillar above abutting wedge.,1
RWD,Serie,28-Feb-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,27-Feb-23,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1,FININSPE,CPA,"Paint, front door, left, inner",besch??digt,Paint damaged on left front door at door lock assembly from jig used in paint shop.,1
RWD,Serie,23-Aug-22,Paint inclusion on rear right sidewall by taillight.,1,FININSPE,CPA,"Sidewall, right",Staub-/Schmutzeinschluss (Lack),Paint inclusion on rear right sidewall by taillight.,1
RWD,Serie,30-Aug-22,Bubbles in paint on inner rear left door.,1,FININSPE,CPA,"Rear-end door, left, inside",Kocher (Lack),Bubbles in paint on inner rear left door.,1
RWD,Serie,6-Oct-23,Bottom front left air duct flushness not ok.,1,CHAST6,CPA,"Air deflector, left, radiator",??bergang nicht i.O.,Bottom front left air duct flushness not ok.,1
RWD,Serie,5-Oct-23,C- pillar cover flushness NOk.,1,RWKST1,CPA,"C-pillar, right, inner",??bergang nicht i.O.,C- pillar cover flushness NOk.,1
RWD,Serie,3-Oct-23,Bottom front left air duct flushness not ok.,1,CHAST6,CPA,"Air deflector, left, radiator",??bergang nicht i.O.,Bottom front left air duct flushness not ok.,1
