MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,PNR,TYPE_AUDIT_DESC,PART_DESC,SFARTNR,TURN,Cluster,REMARKS_Column1_Similarity
RWD,Serie,12-Jun-23,Bottom front left RPM sensor wire not attached to front axle.,3,CHAST9,93777530,CPA,"Rpm sensor, left, front axle",C77,A,Bottom front left RPM sensor wire not attached to front axle.,1
RWD,Serie,17-May-23,Fuel tank wiring harness not secured.,3,CHAST2,93745974,CPA,"ESV, sub wiring harness, fuel pump",C77,B,Fuel tank wiring harness not secured.,1
RWD,Serie,30-May-23,Transfer case module wiring harness not secured.,3,MARST5,93751949,CPA,"Wiring harness, transfer case",C77,A,Transfer case module wiring harness not secured.,1
RWD,Serie,9-Jun-23,Underbody wiring harness along left side frame rail not secured in multiple areas.,3,TR2ST7,93797322,CPA,wiring harness,C77,C,Underbody wiring harness along left side frame rail not secured in multiple areas.,1
RWD,Serie,13-May-23,Transfer case module wiring harness not secured.,3,MARST5,93742575,CPA,"Wiring harness, transfer case",C77,B,Transfer case module wiring harness not secured.,1
RWD,Serie,12-May-23,Rear fuel line not secured in bracket on underbody frame rail.,3,CHAST2,93737625,CPA,Fuel line,C77,C,Rear fuel line not secured in bracket on underbody frame rail.,1
RWD,Serie,29-Apr-23,Right side center phone holder charge port not clipped in.,3,TR3ST1,93724185,CPA,"Holder, mobile phone",C77,C,Right side center phone holder charge port not clipped in.,1
RWD,Serie,7-Jun-23,Underbody wire not secured near alarm plate. Front/left area of batter cables.,3,TR2ST8,93768315,CPA,"Wiring harness, body",C77,B,Underbody wire not secured near alarm plate. Front/left area of batter cables.,1
RWD,Serie,28-Apr-23,ECU harness gator clip not secured to engine bracket.,3,CHAST4,93723062,CPA,Engine harness,C77,C,ECU harness gator clip not secured to engine bracket.,1
RWD,Serie,7-Jun-23,Front fuel line connected to the fuel filter is not secured to bracket on underbody.,3,TR2ST8,93760734,CPA,Fuel line,C77,B,Front fuel line connected to the fuel filter is not secured to bracket on underbody.,1
RWD,Serie,7-Jun-23,Transfer case module wiring harness not secured.,3,Supply,93760734,CPA,"Wiring harness, transfer case",C77,B,Transfer case module wiring harness not secured.,1
RWD,Serie,11-May-23,LED light strip wiring not clipped properly behind light.,3,TR1ST7,93744811,CPA,"Light source, trunk lamp/cargo area lamp",C77,C,LED light strip wiring not clipped properly behind light.,1
RWD,Serie,5-Jun-23,Front fuel line connected to the fuel filter is not secured to bracket on underbody.,3,CHAST2,93761716,CPA,Fuel line,C77,B,Front fuel line connected to the fuel filter is not secured to bracket on underbody.,1
RWD,Serie,20-May-23,Wiring harness for the coolant resevoir is not clipped into the bracket.,3,CHAST5,93755221,CPA,wiring harness,C77,A,Wiring harness for the coolant resevoir is not clipped into the bracket.,1
RWD,Serie,3-Feb-23,Left side interior A-pillar not flush with the front windshield.,3,TR3ST7,93625002,CPA,"A-pillar, left, inner",C77,B,Left side interior A-pillar not flush with the front windshield.,1
RWD,Serie,1-Feb-23,Left side interior A-pillar not flush with the front windshield.,3,TR3ST8,93622918,CPA,"A-pillar, left, inner",C77,B,Left side interior A-pillar not flush with the front windshield.,1
RWD,Serie,1-Feb-23,Bracket for wiring harness attached to the transmission bolt not torqued.,3,EPAST1,93622918,CPA,Transmission support,C77,B,Bracket for wiring harness attached to the transmission bolt not torqued.,1
RWD,Serie,1-Feb-23,Right side interior rear door handle is not flush.,3,TR4ST8,93622918,CPA,"Door handle, rear-end door",C77,B,Right side interior rear door handle is not flush.,1
RWD,Serie,26-Jan-23,Cannon plug wire not clipped to heat shield.,3,CHAST9,93614121,CPA,Engine harness,C77,A,Cannon plug wire not clipped to heat shield.,1
RWD,Serie,28-Feb-23,Rear brake line not secured in clip on underbody.,3,TR2ST7,93651818,CPA,Brake line rear (hydraulics),C77,A,Rear brake line not secured in clip on underbody.,1
RWD,Serie,10-Feb-23,ECU harness gator clip not secured to engine bracket.,3,CHAST4,93637338,CPA,Engine harness,C77,B,ECU harness gator clip not secured to engine bracket.,1
RWD,Serie,27-Feb-23,Rear brake line not secured in clip on underbody.,3,TR2ST7,93652634,CPA,Brake line rear (hydraulics),C77,B,Rear brake line not secured in clip on underbody.,1
RWD,Serie,8-Feb-23,Sliding door entryway light not installed properly.,3,TR4ST6,93638914,CPA,"Light source, trunk lamp/cargo area lamp",C77,C,Sliding door entryway light not installed properly.,1
RWD,Serie,24-Feb-23,Right side of engine bay upstream nox sensor is not clipped in.,3,SLAST4,93651487,CPA,NOx sensor upstream of catalytic converter,C77,A,Right side of engine bay upstream nox sensor is not clipped in.,1
RWD,Serie,6-Feb-23,Fuel water separator hose not clipped into the bracket on the underbody.,3,EPAST1,93628220,CPA,Fuel line,C77,C,Fuel water separator hose not clipped into the bracket on the underbody.,1
RWD,Serie,6-Feb-23,Rear fuel line not secured in bracket on underbody frame rail.,3,CHAST2,93639524,CPA,Fuel line,C77,C,Rear fuel line not secured in bracket on underbody frame rail.,1
RWD,Serie,4-Oct-23,Left side rear license plate light not installed properly to light assembly.,3,TR1ST7,93906519,CPA,"Cover, license plate lamp",99E,A,Left side rear license plate light not installed properly to light assembly.,1
RWD,Serie,4-Oct-23,Front left headlight to fender flushness not ok.,3,CHAST6,93906519,CPA,Headlamp unit left,42U,A,Front left headlight to fender flushness not ok.,1
RWD,Serie,4-Oct-23,Paint damage on upper right rear door hinge.,3,,93906519,CPA,"Hinge, right, upper, rear-end door/liftgate",096,A,Paint damage on upper right rear door hinge.,1
RWD,Serie,4-Oct-23,"Left front door panel not flush, clip not installed properly.  Panel has 3mm gap.",3,FDPA3,93906519,CPA,"Door trim, front door, left",42U,A,"Left front door panel not flush, clip not installed properly.  Panel has 3mm gap.",1
RWD,Serie,4-Oct-23,Multiple weld splatter spots on inside of right-side cargo wall.,3,Z2SINNRH,93906519,CPA,"Sidewall, right, inner",423,A,Multiple weld splatter spots on inside of right-side cargo wall.,1
RWD,Serie,21-Sep-23,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,93891273,CPA,"Hose, windshield washing system",13,A,Windshield washer fluid hose incorrectly routed at reservoir.,1
RWD,Serie,21-Sep-23,Missing contact support nut at ground point on left side fender.,3,TR2ST4,93891273,CPA,Engine compartment,C7,A,Missing contact support nut at ground point on left side fender.,1
RWD,Serie,30-Aug-23,Brake caliper bolt on the front right is missing a cap.,3,Analysis,93865889,CPA,"Brake caliper, front, right",C7,A,Brake caliper bolt on the front right is missing a cap.,1
RWD,Serie,26-Aug-23,"Rear headliner not installed properly, gap between sections.",3,TR3ST6,93864544,CPA,"Headliner, rear, upper",42V,A,"Rear headliner not installed properly, gap between sections.",1
RWD,Serie,26-Aug-23,Rear door lock screw on left rear door at bottom not torqued.,3,FINST1,93864544,CPA,"Door lock, rear-end door",38,A,Rear door lock screw on left rear door at bottom not torqued.,1
RWD,Serie,26-Aug-23,"Black square cover installed at bottom of right side C-pillar, van is not coded for this part.",3,TR3ST1,93864544,CPA,"Cover, C-pillar, right",P_12,A,"Black square cover installed at bottom of right side C-pillar, van is not coded for this part.",1
RWD,Serie,17-Aug-23,Left front door protective foil damaged.,3,,93852408,CPA,"Cover, entrance, front door, left",991,A,Left front door protective foil damaged.,1
RWD,Serie,14-Aug-23,Front left door seal not assembled properly over the B-Pillar trim.,3,TR4ST7,93826170,CPA,"Sealing frame, front door, left",424,A,Front left door seal not assembled properly over the B-Pillar trim.,1
RWD,Serie,14-Aug-23,Right side LED cap is missing.,3,WHEST1,93826170,CPA,Headlamp unit right,C7,A,Right side LED cap is missing.,1
RWD,Serie,14-Aug-23,Rear axle vent tube is not routed through the underbody frame,3,CHAST9,93826170,CPA,Rear axle housing,13,A,Rear axle vent tube is not routed through the underbody frame,1
RWD,Serie,14-Aug-23,Sharp weld splatter interior left sidewall.,3,Z2SINNLH,93826170,CPA,"Sidewall, left, inner",423,A,Sharp weld splatter interior left sidewall.,1
RWD,Serie,14-Aug-23,Fastener on the driveshaft protective cover is loose.,3,RWKST1,93826170,CPA,Drive shaft protective cover,38,A,Fastener on the driveshaft protective cover is loose.,1
RWD,Serie,31-Jul-23,Right side headliner at C-pillar missing push pin.,3,TR3ST6,93817054,CPA,"Headliner, rear, upper",C7,A,Right side headliner at C-pillar missing push pin.,1
RWD,Serie,31-Jul-23,Rear inside left wheel well cover not positioned properly.,3,TR3ST1,93817054,CPA,"Cover, wheel well, rear, left",42V,A,Rear inside left wheel well cover not positioned properly.,1
RWD,Serie,31-Jul-23,Rework visible around bolt on bottom rear left door.,3,FINST3,93818854,CPA,"Rear-end door, left, inside",K7D,A,Rework visible around bolt on bottom rear left door.,1
RWD,Serie,24-Jul-23,"Left side of the engine bay the fan plug wiring harness is loose, due to a damaged gator clip.",3,CHAST5,93821403,CPA,Fan,38,A,"Left side of the engine bay the fan plug wiring harness is loose, due to a damaged gator clip.",1
RWD,Serie,24-Jul-23,Primer visible on the right side rear window.,3,TR4ST1,93821403,CPA,"Rear window, rear-end door, right",B1R,A,Primer visible on the right side rear window.,1
RWD,Serie,20-Jul-23,Leak coming from top rear right door hinge.,3,FINST3,93818904,CPA,"Hinge, rear-end door",04,A,Leak coming from top rear right door hinge.,1
RWD,Serie,20-Jul-23,Inner sliding door panel damaged.,3,TR3ST2,93818904,CPA,"Sliding door, right, inner",991,A,Inner sliding door panel damaged.,1
RWD,Serie,14-Jul-23,Sharp weld splatter interior left sidewall.,3,Z2SINNLH,93802882,CPA,"Sidewall, left, inner",423,A,Sharp weld splatter interior left sidewall.,1
RWD,Serie,14-Jul-23,"Front left seat box to entrance cover gap measured 4.5mm, tolerance is 4mm.",3,TR2ST4,93802882,CPA,"Seat base, front seat, left",61G,A,"Front left seat box to entrance cover gap measured 4.5mm, tolerance is 4mm.",1
RWD,Serie,11-Jul-23,Zip tie missing from NOX sensor in engine compartment.,3,SLAST5,93792190,CPA,NOx sensor upstream of catalytic converter,C7,A,Zip tie missing from NOX sensor in engine compartment.,1
RWD,Serie,11-Jul-23,Right side of rear bumper missing screw.,3,TR4ST6,93792190,CPA,Bumper end piece,C75,A,Right side of rear bumper missing screw.,1
RWD,Serie,11-Jul-23,LED light strip in cargo area wiring harness partially loose.,3,TR1ST7,93805273,CPA,"Light source, trunk lamp/cargo area lamp",385,A,LED light strip in cargo area wiring harness partially loose.,1
RWD,Serie,11-Jul-23,"Information label, located in the trunk areas sidewall, for cargo load is missing.    A670 584 0046",3,TR3ST4,93805273,CPA,Information label,C7,A,"Information label, located in the trunk areas sidewall, for cargo load is missing.    A670 584 0046",1
RWD,Serie,11-Jul-23,Protective strip sidewall clip damaged on the left side causing a leak during the rain test,3,TR4ST6,93805273,CPA,"Protective strip, sidewall, left",991,A,Protective strip sidewall clip damaged on the left side causing a leak during the rain test,1
RWD,Serie,28-Jun-23,Front left abutting wedge partially loose due to bottom screw not seated properly.,3,TR4ST8,93801538,CPA,"Stop wedge, front door, left",385,A,Front left abutting wedge partially loose due to bottom screw not seated properly.,1
RWD,Serie,24-Jun-23,Left side of front cup holder flushness not ok.,3,PACST3,93779437,CPA,"Cup holder, front",42U,A,Left side of front cup holder flushness not ok.,1
RWD,Serie,23-Jun-23,Weld splatter on the inside of sliding door near the handle.,3,Z3SLIDOR,93783165,CPA,"Sliding door, right, inner",423,A,Weld splatter on the inside of sliding door near the handle.,1
RWD,Serie,23-Jun-23,Rear inside left sidewall panel is damaged.,3,TR3ST4,93783165,CPA,"Panel, sidewall, left",991,A,Rear inside left sidewall panel is damaged.,1
RWD,Serie,26-Jun-23,Right side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,3,TR1ST3,93799765,CPA,"Seam seal, sidewall",991,A,Right side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,1
RWD,Serie,14-Jun-23,Rear right door wiring harness boot flushness not ok against D-pillar.,3,TR1ST1,93787299,CPA,"Boot, wiring harness, right, trunk lid/rear-end door/liftgate",42U,A,Rear right door wiring harness boot flushness not ok against D-pillar.,1
RWD,Serie,21-Jun-23,Front inside left door panel flushness not ok.,3,FDPA3,93789089,CPA,"Door trim, front door, left",42U,A,Front inside left door panel flushness not ok.,1
RWD,Serie,21-Jun-23,Front side of sliding door is missing rubber grommet piece.,3,FINST7,93789089,CPA,"Sliding door, right",C73,A,Front side of sliding door is missing rubber grommet piece.,1
RWD,Serie,21-Jun-23,"Left side exterior lower C-Pillar has a dent in, below the protective strip.",3,PDRBIW,93789089,CPA,"C-pillar, left",I2,A,"Left side exterior lower C-Pillar has a dent in, below the protective strip.",1
RWD,Serie,21-Jun-23,Left side fixed window is misaligned.,3,TR4ST1,93789089,CPA,"Side window, front, sidewall, left",42U,A,Left side fixed window is misaligned.,1
RWD,Serie,16-Jun-23,Paint crack on rear inside left door around bolt by door handle.,3,TR1ST7,93778892,CPA,"Rear-end door, left",L2,A,Paint crack on rear inside left door around bolt by door handle.,1
RWD,Serie,16-Jun-23,Nuts for soot particulate sensor module not installed.,3,ENGPLN,93778892,CPA,NOx sensor,C75,A,Nuts for soot particulate sensor module not installed.,1
RWD,Serie,16-Jun-23,Bolt missing on right side front of the A4M driveshaft protective cover.,3,SLAST4,93778892,CPA,Drive shaft protective cover,C75,A,Bolt missing on right side front of the A4M driveshaft protective cover.,1
RWD,Serie,11-Mar-23,Outer left side of B-pillar paint chipped.,3,TR4ST9,93667681,CPA,"B-pillar, left",K8R,A,Outer left side of B-pillar paint chipped.,1
RWD,Serie,10-Mar-23,Weld splatter in multiple areas on left side cargo wall.,3,Z2SINNLH,93668788,CPA,"Sidewall, left, inner",423,A,Weld splatter in multiple areas on left side cargo wall.,1
RWD,Serie,9-Mar-23,Multiple minor weld faults on inside right sidewall.,3,Z2SINNRH,93680098,CPA,"Sidewall, right, inner",423,A,Multiple minor weld faults on inside right sidewall.,1
RWD,Serie,9-Mar-23,Rear inside right sidewall VA3 panel damaged.,3,TR3ST4,93680098,CPA,"Panel, sidewall, right",991,A,Rear inside right sidewall VA3 panel damaged.,1
RWD,Serie,9-Mar-23,Left side rear door catch hinge not functioning properly due to incorrect seating of the clip.,3,TR1ST6,93680098,CPA,"Rear-end door, left, inside",52X,A,Left side rear door catch hinge not functioning properly due to incorrect seating of the clip.,1
RWD,Serie,22-Mar-23,Right side sliding door lock assembly making contact with sliding door.,3,Z3SLIDOR,93677847,CPA,"Door lock, sliding door, right",221,A,Right side sliding door lock assembly making contact with sliding door.,1
RWD,Serie,13-Apr-23,Top front right B-pillar cover to door entrance cover measured at 6.0mm. Tolerance is 4.0mm.,3,TR4ST6,93686673,CPA,"Trim, B-pillar right",61G,A,Top front right B-pillar cover to door entrance cover measured at 6.0mm. Tolerance is 4.0mm.,1
RWD,Serie,13-Apr-23,Rework visible around bolt on bottom rear left door.,3,FINST3,93686673,CPA,"Rear-end door, left, inside",K7D,A,Rework visible around bolt on bottom rear left door.,1
RWD,Serie,13-Apr-23,Underbody grommet missing.,3,TR2ST7,93686673,CPA,Grommet,C7,A,Underbody grommet missing.,1
RWD,Serie,13-Apr-23,Right side condensation drain hose for roof AC grommet missing.,3,TR2ST8,93686673,CPA,"Condensation drain hose, air conditioner housing/heater housing",C7T,A,Right side condensation drain hose for roof AC grommet missing.,1
RWD,Serie,13-Apr-23,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,93686673,CPA,"Hose, windshield washing system",13,A,Windshield washer fluid hose incorrectly routed at reservoir.,1
